9.990000000000000000e+02	-1.334309872321732200e+03	-1.267597053282103161e+03	-1.200884234242474122e+03	-1.134171415202845083e+03	-1.067458596163216271e+03	-1.000745777123587231e+03	-9.340329580839580785e+02	-8.673201390443292667e+02	-8.006073200047002274e+02	-7.338945009650711881e+02	-6.671816819254422626e+02	-6.004688628858132233e+02	-5.337560438461842978e+02	-4.670432248065552585e+02	-4.003304057669262761e+02	-3.336175867272972937e+02	-2.669047676876683113e+02	-2.001919486480393005e+02	-1.334791296084103180e+02	-6.676631056878132142e+01	-5.349152915232625177e-02	6.665932751047667182e+01	1.333721465501056684e+02	2.000849655897346508e+02	2.667977846293636617e+02	3.335106036689926441e+02	4.002234227086216265e+02	4.669362417482506089e+02	5.336490607878796482e+02	6.003618798275085737e+02	6.670746988671376130e+02	7.337875179067665385e+02	8.005003369463955778e+02	8.672131559860246171e+02	9.339259750256536563e+02	1.000638794065282582e+03	1.067351613104911394e+03	1.134064432144540433e+03	1.200777251184169700e+03	1.267490070223798512e+03	1.334202889263427323e+03
3.022850000000000250e+02	2.138079000000000178e+03	2.142175000000000182e+03	2.105311999999999898e+03	2.131934999999999945e+03	2.103264000000000124e+03	2.174943000000000211e+03	2.224094000000000051e+03	2.176990999999999985e+03	2.150367000000000189e+03	2.185182999999999993e+03	2.197469999999999800e+03	2.285532999999999902e+03	2.211806000000000040e+03	2.170847000000000207e+03	2.076639999999999873e+03	2.101215999999999894e+03	2.250717999999999847e+03	2.207710000000000036e+03	2.189278999999999996e+03	2.199518000000000029e+03	2.154463000000000193e+03	2.156510999999999967e+03	2.131934999999999945e+03	2.148318999999999960e+03	2.230237999999999829e+03	2.154463000000000193e+03	2.203614000000000033e+03	2.144222999999999956e+03	2.215902000000000044e+03	2.148318999999999960e+03	2.172894999999999982e+03	2.181086999999999989e+03	2.195422000000000025e+03	2.183135000000000218e+03	2.230237999999999829e+03	2.187231000000000222e+03	2.101215999999999894e+03	2.136030999999999949e+03	2.154463000000000193e+03	2.146271000000000186e+03	2.187231000000000222e+03
3.025009999999999764e+02	3.203023000000000138e+03	3.266510000000000218e+03	3.313612999999999829e+03	3.207119000000000142e+03	3.223503000000000156e+03	3.215311000000000149e+03	3.295181999999999789e+03	3.196878999999999905e+03	3.248077999999999975e+03	3.243981999999999971e+03	3.231695000000000164e+03	3.289038000000000011e+03	3.246030000000000200e+03	3.262414000000000215e+03	3.323853000000000065e+03	3.176400000000000091e+03	3.268557999999999993e+03	3.260365999999999985e+03	3.182543000000000120e+03	3.291085999999999785e+03	3.289038000000000011e+03	3.223503000000000156e+03	3.184590999999999894e+03	3.254222000000000207e+03	3.246030000000000200e+03	3.229646999999999935e+03	3.217358999999999924e+03	3.213262999999999920e+03	3.225550999999999931e+03	3.198927000000000135e+03	3.241934999999999945e+03	3.231695000000000164e+03	3.284942000000000007e+03	3.250126000000000204e+03	3.231695000000000164e+03	3.264461999999999989e+03	3.280846000000000004e+03	3.239887000000000171e+03	3.280846000000000004e+03	3.174351999999999862e+03	3.237838999999999942e+03
3.027160000000000082e+02	3.465163000000000011e+03	3.395532000000000153e+03	3.475402999999999793e+03	3.504074999999999818e+03	3.405771999999999935e+03	3.416012000000000171e+03	3.446731000000000222e+03	3.403724000000000160e+03	3.426251999999999953e+03	3.450827000000000226e+03	3.407820000000000164e+03	3.469259000000000015e+03	3.383244000000000142e+03	3.461067000000000007e+03	3.375052000000000135e+03	3.418059999999999945e+03	3.403724000000000160e+03	3.434443999999999960e+03	3.362764999999999873e+03	3.475402999999999793e+03	3.379148000000000138e+03	3.438539999999999964e+03	3.452875000000000000e+03	3.432396000000000186e+03	3.430347999999999956e+03	3.428300000000000182e+03	3.393483999999999924e+03	3.440586999999999989e+03	3.383244000000000142e+03	3.432396000000000186e+03	3.366860999999999876e+03	3.327949000000000069e+03	3.444682999999999993e+03	3.499978999999999814e+03	3.469259000000000015e+03	3.420108000000000175e+03	3.428300000000000182e+03	3.391436000000000149e+03	3.448778999999999996e+03	3.409867999999999938e+03	3.373005000000000109e+03
3.029320000000000164e+02	2.148318999999999960e+03	2.133983000000000175e+03	2.183135000000000218e+03	2.154463000000000193e+03	2.142175000000000182e+03	2.068447999999999865e+03	2.193375000000000000e+03	2.144222999999999956e+03	2.140126999999999953e+03	2.207710000000000036e+03	2.170847000000000207e+03	2.068447999999999865e+03	2.121695999999999913e+03	2.183135000000000218e+03	2.107360000000000127e+03	2.117599999999999909e+03	2.183135000000000218e+03	2.156510999999999967e+03	2.174943000000000211e+03	2.197469999999999800e+03	2.144222999999999956e+03	2.150367000000000189e+03	2.228190000000000055e+03	2.205661999999999807e+03	2.164702999999999975e+03	2.060257000000000062e+03	2.156510999999999967e+03	2.148318999999999960e+03	2.170847000000000207e+03	2.148318999999999960e+03	2.195422000000000025e+03	2.131934999999999945e+03	2.181086999999999989e+03	2.183135000000000218e+03	2.142175000000000182e+03	2.222045999999999822e+03	2.172894999999999982e+03	2.150367000000000189e+03	2.070496000000000095e+03	2.166751000000000204e+03	2.148318999999999960e+03
3.031469999999999914e+02	2.342876000000000204e+03	2.246621999999999844e+03	2.291677000000000135e+03	2.308061000000000149e+03	2.295773000000000138e+03	2.285532999999999902e+03	2.285532999999999902e+03	2.310108999999999924e+03	2.295773000000000138e+03	2.334684000000000196e+03	2.326492000000000189e+03	2.340827999999999975e+03	2.371547999999999774e+03	2.289628999999999905e+03	2.289628999999999905e+03	2.297820999999999913e+03	2.306012999999999920e+03	2.336731999999999971e+03	2.312157000000000153e+03	2.355164000000000215e+03	2.328539999999999964e+03	2.297820999999999913e+03	2.353115999999999985e+03	2.310108999999999924e+03	2.334684000000000196e+03	2.281436999999999898e+03	2.303965000000000146e+03	2.303965000000000146e+03	2.310108999999999924e+03	2.301916999999999916e+03	2.303965000000000146e+03	2.293724999999999909e+03	2.263005000000000109e+03	2.306012999999999920e+03	2.306012999999999920e+03	2.312157000000000153e+03	2.273244999999999891e+03	2.306012999999999920e+03	2.232286000000000058e+03	2.236382000000000062e+03	2.330588000000000193e+03
3.033629999999999995e+02	2.658262999999999920e+03	2.664407000000000153e+03	2.629592000000000098e+03	2.645976000000000113e+03	2.645976000000000113e+03	2.664407000000000153e+03	2.656215000000000146e+03	2.668503000000000156e+03	2.635735999999999876e+03	2.721750000000000000e+03	2.650072000000000116e+03	2.674646999999999935e+03	2.695126999999999953e+03	2.682838999999999942e+03	2.658262999999999920e+03	2.633688000000000102e+03	2.641880000000000109e+03	2.666454999999999927e+03	2.625496000000000095e+03	2.674646999999999935e+03	2.674646999999999935e+03	2.658262999999999920e+03	2.742230000000000018e+03	2.658262999999999920e+03	2.631639999999999873e+03	2.637784000000000106e+03	2.682838999999999942e+03	2.674646999999999935e+03	2.658262999999999920e+03	2.666454999999999927e+03	2.713559000000000196e+03	2.684887000000000171e+03	2.744277999999999793e+03	2.672599000000000160e+03	2.707414999999999964e+03	2.666454999999999927e+03	2.600920000000000073e+03	2.670550999999999931e+03	2.727893999999999778e+03	2.676695000000000164e+03	2.693079000000000178e+03
3.035779999999999745e+02	3.577800999999999931e+03	3.567561999999999898e+03	3.577800999999999931e+03	3.491786999999999807e+03	3.510217999999999847e+03	3.549130000000000109e+03	3.493835000000000036e+03	3.542985999999999876e+03	3.637192000000000007e+03	3.567561999999999898e+03	3.608521000000000186e+03	3.622856999999999971e+03	3.590088999999999942e+03	3.555273999999999887e+03	3.530697999999999865e+03	3.557322000000000116e+03	3.510217999999999847e+03	3.514313999999999851e+03	3.551177999999999884e+03	3.592137000000000171e+03	3.547081999999999880e+03	3.592137000000000171e+03	3.645384000000000015e+03	3.557322000000000116e+03	3.514313999999999851e+03	3.590088999999999942e+03	3.528650000000000091e+03	3.571657000000000153e+03	3.477451000000000022e+03	3.551177999999999884e+03	3.553226000000000113e+03	3.594184999999999945e+03	3.575753000000000156e+03	3.602376999999999953e+03	3.622856999999999971e+03	3.635144999999999982e+03	3.538889999999999873e+03	3.528650000000000091e+03	3.481547000000000025e+03	3.581896999999999935e+03	3.571657000000000153e+03
3.037939999999999827e+02	1.857508000000000038e+03	1.927138999999999896e+03	1.910755000000000109e+03	1.916898999999999887e+03	1.945569999999999936e+03	2.023393000000000029e+03	1.865700000000000045e+03	1.896419000000000096e+03	2.015201000000000022e+03	1.955809999999999945e+03	1.929186999999999898e+03	1.929186999999999898e+03	1.920994999999999891e+03	1.912803000000000111e+03	1.937377999999999929e+03	1.906659000000000106e+03	1.906659000000000106e+03	1.867747000000000071e+03	1.920994999999999891e+03	2.009057000000000016e+03	1.951713999999999942e+03	1.955809999999999945e+03	1.968097999999999956e+03	2.015201000000000022e+03	1.951713999999999942e+03	1.920994999999999891e+03	1.890275000000000091e+03	1.980385999999999967e+03	2.021345000000000027e+03	1.935329999999999927e+03	1.949665999999999940e+03	1.861604000000000042e+03	1.945569999999999936e+03	1.886179000000000087e+03	1.976289999999999964e+03	1.978337999999999965e+03	1.951713999999999942e+03	1.888227000000000089e+03	1.974241999999999962e+03	1.920994999999999891e+03	1.955809999999999945e+03
3.040090000000000146e+02	2.002913000000000011e+03	1.986529999999999973e+03	2.060257000000000062e+03	2.043873000000000047e+03	2.082784000000000106e+03	2.025441000000000031e+03	2.004961000000000013e+03	2.027489000000000033e+03	1.986529999999999973e+03	2.019297000000000025e+03	1.994721999999999980e+03	2.015201000000000022e+03	1.949665999999999940e+03	2.009057000000000016e+03	2.043873000000000047e+03	1.986529999999999973e+03	2.076639999999999873e+03	2.058208999999999833e+03	1.990625999999999976e+03	2.142175000000000182e+03	2.052065000000000055e+03	1.978337999999999965e+03	2.027489000000000033e+03	2.007009000000000015e+03	1.951713999999999942e+03	2.090976000000000113e+03	2.064351999999999862e+03	2.025441000000000031e+03	1.957857999999999947e+03	2.105311999999999898e+03	1.970145999999999958e+03	2.002913000000000011e+03	1.970145999999999958e+03	2.007009000000000015e+03	2.027489000000000033e+03	1.961953999999999951e+03	2.047969000000000051e+03	2.000865000000000009e+03	2.025441000000000031e+03	1.988577999999999975e+03	1.980385999999999967e+03
